TX2,Cloud
0.056132841,0.106394458
0.133597589,0.09610014
0.200957537,0.088939929
0.265595531,0.086302304
0.370454311,0.078546095
0.416687036,0.075253487
0.465690088,0.072305369
0.504630256,0.071213341
0.572863412,0.068168926
0.625425744,0.068402767
0.816365981,0.061635852
0.992249227,0.058859921
1.168872714,0.04788487
1.357203293,0.040239859
1.755514073,0.022786927
1.905974245,0.014377737
2.09458828,0.005841017
2.075280046,0.001809263
1.425625396,0
