TX2,Cloud,Pi
0.504238868,0,12.55664282
0.474023294,0.011447287,13.74884596
0.472248983,0.01072638,12.94121237
0.472694755,0.011947918,13.37512829
0.410794711,0.089505792,13.01452048
0.405940723,0.095930958,11.54388828
0.400269747,0.097060013,10.92466304
0.395644116,0.101323557,10.38942158
0.392558241,0.10210762,9.865342093
0.387028694,0.114686632,9.188562417
0.381733274,0.122516012,9.462145853
