TX2,Cloud
0.234352207,0.187236333
0.679941821,0.174596548
0.953582907,0.16978817
1.218389559,0.164322805
1.55357492,0.157191086
1.766445732,0.153442645
1.960144281,0.150235868
2.119173145,0.147309041
2.466288018,0.141690063
2.670735574,0.136194062
2.86208806,0.132331967
3.033564043,0.128034115
3.186314821,0.123866177
3.368928361,0.119563103
3.821865773,0.10537734
3.976273918,0.094574571
4.163461399,0.08415699
4.131160808,0.084159994
3.31507597,0
